Sr.No,Round,Institute,Program,Stream,Quota,Category,Opening Rank,Closing Rank
214,Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,7582,12565
215,Round 1,"B.P. Poddar Institute of Management & Technology, Kolkata",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,10204,16881
216,Round 1,"College of Engineering and Management, Kolaghat",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,12134,26471
217,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5122,5487
218,Round 1,Jadavpur University,Electronics & Tele-Communication Engineering,B.E/B. Tech,Home State,OBC - A,645,1911
219,Round 1,"Asansol Engineering College, Asansol, Burdwan",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,16344,24173
220,Round 1,Jadavpur University,Electronics & Tele-Communication Engineering,B.E/B. Tech,All India,Open,23,70
221,Round 1,Jadavpur University,Electronics & Tele-Communication Engineering,B.E/B. Tech,Home State,Open (PwD),1333,2505
222,Round 1,Jadavpur University,Electronics & Tele-Communication Engineering,B.E/B. Tech,Home State,SC,265,1764
223,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B. Tech,Home State,OBC - A,9640,11263
224,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B. Tech,Home State,OBC - B,3551,4076
225,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B. Tech,Home State,Open,2022,3435
226,Round 1,"Greater Kolkata College of Engineering & Management, Baruipur",Electrical Engineering,B.E/B. Tech,All India,Open,54598,55200
227,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,31407,77516
228,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Electrical Engineering,B.E/B. Tech,All India,Open,40709,78763
229,Round 1,"Rcc Institute of Information Technology, Kolkata",Electrical Engineering,B.E/B. Tech,Home State,SC,50325,64814
230,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B. Tech,Home State,SC,8443,10398
231,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B. Tech,Home State,ST,25944,29454
232,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering,B.E/B. Tech,Home State,SC,42031,77204
233,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Electrical Engineering,B.E/B. Tech,All India,Open,10206,78013
234,Round 1,Swami Vivekananda University,Electrical Engineering,B.E/B. Tech,All India,Open,36131,63382
235,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B. Tech,Home State,Open (PwD),28914,59803
236,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Business System,B.E/B. Tech,All India,Open,4117,41102
237,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering,B.E/B. Tech,Home State,SC,7207,8094
238,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering,B.E/B. Tech,Home State,Open (PwD),58548,65664
239,Round 1,"Bengal College of Engineering & Technology, Durgapur",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,30502,79673
240,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,14098,62326
241,Round 1,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,SC,2396,3723
242,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - B,64665,64665
243,Round 1,"Rcc Institute of Information Technology, Kolkata",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,7216,27693
244,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering,B.E/B. Tech,Home State,Open,1828,2693
245,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,2814,18180
246,Round 1,Swami Vivekananda University,Electronics & Communication Engineering,B.E/B. Tech,All India,Open,18783,73285
247,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering,B.E/B. Tech,Home State,ST,22279,34748
248,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,14020,78295
249,Round 1,"Nshm Knowledge Campus, Durgapur Group of Institutions",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,17895,17895
250,Round 1,"Nshm Knowledge Campus, Durgapur Group of Institutions",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,27845,79025
251,Round 1,"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,13377,33042
252,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,1347,12129
253,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,6520,30063
254,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,7514,12711
255,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,18210,18210
256,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,7452,9092
257,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,11725,13956
258,Round 1,"Kaji Nazrul University, Asansol",Computer Science & Engineering (Data Science),B.E/B. Tech,All India,Open,4469,7620
259,Round 1,"Kaji Nazrul University, Asansol",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,OBC - B,9805,10443
260,Round 1,"Kaji Nazrul University, Asansol",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,OBC - A,12832,13728
261,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,Home State,OBC - B,3145,3561
262,Round 1,"Maulana Abul Kalam Azad University of Technology, West Bengal",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,2469,4055
263,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - A,1547,3133
264,Round 1,"Maulana Abul Kalam Azad University of Technology, West Bengal",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - A,5903,8901
265,Round 1,University Of Calcutta,Computer Science & Engineering,B.E/B. Tech,All India,Open,244,537
266,Round 1,"Camellia Institute of Engineering and Technology, Bud Bud, Burdwan",Computer Science & Engineering,B.E/B. Tech,Home State,SC,69020,69020
267,Round 1,"Maulana Abul Kalam Azad University of Technology, West Bengal",Computer Science & Engineering,B.E/B. Tech,Home State,Open (PwD),23033,46463
268,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,Home State,Open (PwD),46729,52629
269,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Computer Science & Engineering,B.E/B. Tech,Home State,Open,305,1114
270,Round 1,"Maulana Abul Kalam Azad University of Technology, West Bengal",Computer Science & Engineering,B.E/B. Tech,All India,Open,774,2367
271,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A (PwD),78491,78491
272,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,1139,1300
273,Round 1,University Of Calcutta,Jute & Fibre Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,6123,7839
275,Round 1,Jadavpur University,Metallurgical Engineering,B.E/B. Tech,Home State,OBC - B,2155,2437
276,Round 1,Jadavpur University,Metallurgical Engineering,B.E/B. Tech,Home State,ST,17828,23100
277,Round 1,Jadavpur University,Metallurgical Engineering,B.E/B. Tech,Home State,Open (PwD),30769,30769
278,Round 1,Jadavpur University,Metallurgical Engineering,B.E/B. Tech,Home State,SC,3467,7348
279,Round 1,Jadavpur University,Electronics & Tele-Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,199,519
280,Round 1,Jadavpur University,Metallurgical Engineering,B.E/B. Tech,Home State,Open,602,1173
281,Round 1,Jadavpur University,Metallurgical Engineering,B.E/B. Tech,All India,Open,426,463
282,Round 1,Jadavpur University,Metallurgical Engineering,B.E/B. Tech,Home State,OBC - A,5423,6048
283,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,15235,17796
284,Round 1,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,4538,4538
285,Round 1,Uttar Banga Krishi Viswa Vidyalaya,Agricultural Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5000,5000
286,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Computer Science And Design - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,20402,23671
287,Round 1,Jadavpur University,Power Engineering,B.E/B. Tech,Home State,OBC - B,1411,1710
288,Round 1,Jadavpur University,Power Engineering,B.E/B. Tech,Home State,Open (PwD),18199,18199
289,Round 1,Jadavpur University,Power Engineering,B.E/B. Tech,Home State,Open,587,1201
290,Round 1,Jadavpur University,Power Engineering,B.E/B. Tech,All India,Open,483,570
291,Round 1,Jadavpur University,Power Engineering,B.E/B. Tech,Home State,OBC - A,3434,5660
292,Round 1,Jadavpur University,Power Engineering,B.E/B. Tech,Home State,SC,3886,6446
293,Round 1,Jadavpur University,Power Engineering,B.E/B. Tech,Home State,ST,22740,25051
294,Round 1,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Electrical & Electronics Engineering,B.E/B. Tech,All India,Open,34021,77300
295,Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering,B.E/B. Tech,All India,Open,12322,39320
296,Round 1,"Sister Nivedita University, New Town",Computer Science & Business System (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,18817,23964
297,Round 1,"Institute of Science and Technology, Paschim Medinipur",Electrical & Electronics Engineering,B.E/B. Tech,All India,Open,30488,74973
298,Round 1,"Institute of Science and Technology, Paschim Medinipur",Applied Electronics And Instrumentation Engineering,B.E/B. Tech,All India,Open,73735,73735
299,Round 1,"Asansol Engineering College, Asansol, Burdwan",Computer Science & Business System (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,19572,24776
300,Round 1,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,OBC - B,11100,14841
301,Round 1,Jadavpur University,Production Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,1109,1272
302,Round 1,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,SC,9999,18408
303,Round 1,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,Open,3417,11024
304,Round 1,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,ST,55669,64770
305,Round 1,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,OBC - A,11119,19186
306,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Civil Engineering,B.E/B. Tech,Home State,SC,21302,25045
307,Round 1,"Mallabhum Institute of Technology, Bishnupur, Bankura",Civil Engineering,B.E/B. Tech,All India,Open,18301,60515
308,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Civil Engineering,B.E/B. Tech,All India,Open,9167,19386
309,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B. Tech,Home State,Open,2487,12744
310,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B. Tech,Home State,ST,44162,54179
311,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B. Tech,Home State,OBC - B,13401,14447
312,Round 1,"Murshidabad College of Engineering & Technology, Murshidabad",Civil Engineering,B.E/B. Tech,All India,Open,11446,74677
313,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B. Tech,Home State,SC,13510,19629
314,Round 1,"Bengal School of Technology, Sugandha, Hooghly",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,Home State,Tuition Fee Waiver,1411,9576
315,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B. Tech,Home State,OBC - A,15972,23095
316,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,19068,78917
317,Round 1,"Ideal Institute of Engineering, Kalyani",Civil Engineering,B.E/B. Tech,All India,Open,49440,77330
318,Round 1,"Nshm Knowledge Campus, Durgapur Group of Institutions",Civil Engineering,B.E/B. Tech,All India,Open,49831,49831
319,Round 1,"Greater Kolkata College of Engineering & Management, Baruipur",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,62767,78844
320,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,11874,31787
321,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - A,7649,9519
322,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B. Tech,Home State,ST,28302,30474
323,Round 1,University Of Calcutta,Electronics & Communication Engineering,B.E/B. Tech,All India,Open,594,952
324,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B. Tech,Home State,SC,2499,7126
325,Round 1,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Artificial Intelligence And Machine Learning (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,11584,13346
326,Round 1,University Of Calcutta,Electronics & Communication Engineering,B.E/B. Tech,Home State,Open (PwD),28953,28953
327,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B. Tech,Home State,Open,1126,1768
328,Round 1,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,11389,26003
329,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B. Tech,Home State,Open (PwD),24269,48522
330,Round 1,University Of Calcutta,Electronics & Communication Engineering,B.E/B. Tech,Home State,SC,3803,5518
331,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Information Technology,B.E/B. Tech,All India,Open,4456,9317
332,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Information Technology,B.E/B. Tech,Home State,ST,46245,63438
333,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Information Technology,B.E/B. Tech,Home State,SC,11472,15182
334,Round 1,"Techno International New Town, Rajarhat, New Town",Information Technology,B.E/B. Tech,All India,Open,13591,29715
335,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Information Technology,B.E/B. Tech,All India,Open,10217,15615
336,Round 1,"Rcc Institute of Information Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,20356,31491
337,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology,B.E/B. Tech,Home State,ST,40968,41953
338,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management,B.E/B. Tech,Home State,OBC - B,19675,20031
339,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management,B.E/B. Tech,Home State,OBC - A,25236,29395
340,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology,B.E/B. Tech,Home State,SC,10619,12469
341,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology,B.E/B. Tech,Home State,OBC - B,5694,5992
