Sr.No,Round,Institute,Program,Stream,Quota,Category,Opening Rank,Closing Rank
1024,Round 1,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,Open,260,591
1025,Round 1,"Elitte College of Engineering,Mahispota, Sodepur",Computer Science & Engineering,B.E/B. Tech,All India,Open,28848,80040
1026,Round 1,"Pailan College of Management & Technology, Pailan Park",Computer Science & Engineering,B.E/B. Tech,All India,Open,14303,62833
1027,Round 1,"Pailan College of Management & Technology, Pailan Park",Computer Science & Engineering,B.E/B. Tech,Home State,ST,69612,69612
1028,Round 1,"Adamas University, Barasat",Mechanical Engineering,B.E/B. Tech,All India,Open,32307,67444
1029,Round 1,"Pailan College of Management & Technology, Pailan Park",Computer Science & Engineering,B.E/B. Tech,Home State,SC,72986,72986
1030,Round 1,"Elitte College of Engineering,Mahispota, Sodepur",Mechanical Engineering,B.E/B. Tech,All India,Open,26015,26015
1031,Round 1,"Adamas University, Barasat",Computer Science & Engineering,B.E/B. Tech,All India,Open,9677,30813
1033,Round 1,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Mechanical Engineering,B.E/B. Tech,All India,Open,72905,72905
1034,Round 1,"Academy of Technology, Adisaptagram, Hooghly",Mechanical Engineering,B.E/B. Tech,All India,Open,24134,65184
1035,Round 1,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering,B.E/B. Tech,All India,Open,909,11712
1036,Round 1,"Camellia School of Engineering & Technology, Barasat",Computer Science & Engineering,B.E/B. Tech,All India,Open,22768,70622
1037,Round 1,"Jld Engineering and Management College, Baruipur",Computer Science & Engineering,B.E/B. Tech,All India,Open,20967,77155
1038,Round 1,"Seacom Engineering College, Sankrail, Howrah",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,71012,71012
1039,Round 1,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Computer Science & Engineering,B.E/B. Tech,All India,Open,10870,38379
1040,Round 1,"Seacom Engineering College, Sankrail, Howrah",Computer Science & Engineering,B.E/B. Tech,All India,Open,21601,63558
1041,Round 1,"Camellia School of Engineering & Technology, Barasat",Computer Science & Engineering,B.E/B. Tech,Home State,SC,76847,79620
1042,Round 1,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Computer Science & Engineering,B.E/B. Tech,Home State,SC,47116,57592
1043,Round 1,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,OBC - B,696,1069
1044,Round 1,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Mechanical Engineering,B.E/B. Tech,All India,Open,76402,76402
1045,Round 1,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - A,69662,69662
1046,Round 1,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Computer Science & Engineering,B.E/B. Tech,Home State,SC,60970,63209
1047,Round 1,"Modern Institute of Engineering & Technology, Bandel, Hooghly",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,79894,79894
1048,Round 1,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Computer Science & Engineering,B.E/B. Tech,All India,Open,13698,58207
1049,Round 1,"Modern Institute of Engineering & Technology, Bandel, Hooghly",Computer Science & Engineering,B.E/B. Tech,All India,Open,23987,77566
1050,Round 1,"Institute of Science and Technology, Paschim Medinipur",Computer Science & Engineering,B.E/B. Tech,All India,Open,10053,62339
1051,Round 1,"B.P. Poddar Institute of Management & Technology, Kolkata",Computer Science & Engineering,B.E/B. Tech,All India,Open,1319,13169
1052,Round 1,"College of Engineering and Management, Kolaghat",Computer Science & Engineering,B.E/B. Tech,All India,Open,7680,33681
1053,Round 1,"Sister Nivedita University, New Town",Computer Science & Engineering,B.E/B. Tech,All India,Open,10165,57569
1054,Round 1,Techno International Batanagar,Computer Science & Engineering,B.E/B. Tech,All India,Open,9472,52116
1055,Round 1,"Aliah University, New Town",Computer Science & Engineering,B.E/B. Tech,Home State,Open,1447,4362
1056,Round 1,"College of Engineering and Management, Kolaghat",Mechanical Engineering,B.E/B. Tech,All India,Open,20529,76075
1057,Round 1,Techno International Batanagar,Mechanical Engineering,B.E/B. Tech,All India,Open,57167,74594
1058,Round 1,"Institute of Science and Technology, Paschim Medinipur",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,77229,77808
1059,Round 1,"College of Engineering and Management, Kolaghat",Computer Science & Engineering,B.E/B. Tech,Home State,SC,34542,58316
1060,Round 1,"Institute of Science and Technology, Paschim Medinipur",Computer Science & Engineering,B.E/B. Tech,Home State,SC,68026,68026
1061,Round 1,"Aliah University, New Town",Mechanical Engineering,B.E/B. Tech,Home State,Open,5027,11606
1062,Round 1,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,SC,2976,5793
1063,Round 1,"University of Kalyani, Science Instrumentation Centre",Electronics & Communication Engineering,B.E/B. Tech,Home State,ST,23353,40635
1064,Round 1,"Asansol Engineering College, Asansol, Burdwan",Computer Science & Business System,B.E/B. Tech,All India,Open,23005,61266
1065,Round 1,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,Open (PwD),19649,19649
1066,Round 1,"University of Kalyani, Science Instrumentation Centre",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - B,4684,5081
1067,Round 1,"University of Kalyani, Science Instrumentation Centre",Electronics & Communication Engineering,B.E/B. Tech,Home State,SC,9390,12465
1068,Round 1,Jadavpur University,Production Engineering,B.E/B. Tech,All India,Open,337,523
1069,Round 1,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,Open,603,894
1070,Round 1,"Bengal Institute of Technology & Management, Santiniketan",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,47567,74502
1071,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,22358,54282
1072,Round 1,"Asansol Engineering College, Asansol, Burdwan",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,14142,54115
1073,Round 1,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,OBC - A,3703,5087
1074,Round 1,Jadavpur University,Computer Science & Engineering,B.E/B. Tech,All India,Open,1,5
1075,Round 1,"Bengal Institute of Technology & Management, Santiniketan",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - A,55076,66731
1076,Round 1,"University of Kalyani, Science Instrumentation Centre",Computer Science & Engineering,B.E/B. Tech,Home State,ST,24835,25103
1077,Round 1,"Bengal Institute of Technology & Management, Santiniketan",Mechanical Engineering,B.E/B. Tech,All India,Open,13635,49693
1078,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Mechanical Engineering,B.E/B. Tech,All India,Open,19662,54438
1079,Round 1,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,1781,4597
1080,Round 1,"University of Kalyani, Science Instrumentation Centre",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - A,1860,5260
1081,Round 1,"Bengal Institute of Technology & Management, Santiniketan",Computer Science & Engineering,B.E/B. Tech,Home State,SC,46295,67498
1082,Round 1,Jadavpur University,Computer Science & Engineering,B.E/B. Tech,Home State,SC,78,669
1083,Round 1,"University of Kalyani, Science Instrumentation Centre",Electronics And Instrumentation Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,4893,4893
1084,Round 1,"Asansol Engineering College, Asansol, Burdwan",Computer Science & Engineering,B.E/B. Tech,All India,Open,1161,24472
1085,Round 1,Jadavpur University,Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,76,253
1086,Round 1,"University of Kalyani, Science Instrumentation Centre",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,2468,2729
1087,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - A,11021,12332
1088,Round 1,"Camellia Institute of Technology, Badu Road, Madhyamgram",Computer Science & Engineering,B.E/B. Tech,Home State,SC,68034,68034
1089,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B. Tech,Home State,OBC - B,12231,13094
1090,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",Computer Science & Engineering,B.E/B. Tech,Home State,Open (PwD),24389,24389
1091,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,5369,6659
1092,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering,B.E/B. Tech,Home State,SC (PwD),74656,74656
1093,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,16894,23896
1094,Round 1,"Jis University, Agarpara",Computer Science & Engineering,B.E/B. Tech,All India,Open,1163,56977
1095,Round 1,"Camellia Institute of Technology, Badu Road, Madhyamgram",Computer Science & Engineering,B.E/B. Tech,All India,Open,23162,73841
1097,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",Computer Science & Engineering,B.E/B. Tech,Home State,Open,1200,2918
1098,Round 1,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,OBC - B,1124,1463
1099,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering,B.E/B. Tech,Home State,SC,12252,14659
1100,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering,B.E/B. Tech,Home State,Open,5348,7335
1101,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - A,12383,14032
1102,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - B,7473,7727
1103,Round 1,"Siliguri Institute of Technology, Siliguri",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,29579,74054
1104,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering,B.E/B. Tech,Home State,ST,24857,48376
1105,Round 1,"Camellia Institute of Technology, Badu Road, Madhyamgram",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,46970,46970
1106,Round 1,"University of Kalyani, Science Instrumentation Centre",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,1245,3475
1107,Round 1,"University of Kalyani, Science Instrumentation Centre",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - A,9777,12384
1108,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering,B.E/B. Tech,Home State,ST,16052,28601
1109,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering,B.E/B. Tech,Home State,Open,1905,5308
1110,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B. Tech,Home State,Open,4922,11797
1111,Round 1,"Siliguri Institute of Technology, Siliguri",Computer Science & Engineering,B.E/B. Tech,All India,Open,4444,56922
1112,Round 1,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,OBC - A (PwD),72265,72265
1113,Round 1,Jadavpur University,Computer Science & Engineering,B.E/B. Tech,Home State,OBC - A,184,476
1114,Round 1,"Asansol Engineering College, Asansol, Burdwan",Mechanical Engineering,B.E/B. Tech,All India,Open,12348,77627
1115,Round 1,"Bengal Institute of Technology & Management, Santiniketan",Computer Science & Engineering,B.E/B. Tech,All India,Open,6909,45030
1116,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Computer Science & Engineering,B.E/B. Tech,All India,Open,5299,20943
1117,Round 1,Jadavpur University,Mechanical Engineering,B.E/B. Tech,All India,Open,127,231
1118,Round 1,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,OBC - B (PwD),32171,32171
1119,Round 1,Jadavpur University,Computer Science & Engineering,B.E/B. Tech,Home State,SC (PwD),8943,8943
1120,Round 1,"University of Kalyani, Science Instrumentation Centre",Computer Science & Engineering,B.E/B. Tech,All India,Open,652,1743
1121,Round 1,"University of Kalyani, Science Instrumentation Centre",Computer Science & Engineering,B.E/B. Tech,Home State,SC,5143,7812
1122,Round 1,Jadavpur University,Computer Science & Engineering,B.E/B. Tech,Home State,Open,6,66
1123,Round 1,Jadavpur University,Computer Science & Engineering,B.E/B. Tech,Home State,Open (PwD),601,1320
1124,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",Ceramic Enginering And Technology,B.E/B. Tech,Home State,Open,4418,10095
1125,Round 1,"Camellia Institute of Technology, Badu Road, Madhyamgram",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,74417,74417
1126,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering,B.E/B. Tech,Home State,Open (PwD),47692,53583
1127,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",Computer Science & Engineering,B.E/B. Tech,Home State,ST,30451,34969
1128,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",Ceramic Enginering And Technology,B.E/B. Tech,Home State,ST,68563,74069
1129,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B. Tech,Home State,SC,13038,18520
1130,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B (PwD),72833,72833
1131,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",Computer Science & Engineering,B.E/B. Tech,Home State,SC,5393,8268
1132,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",Ceramic Enginering And Technology,B.E/B. Tech,Home State,SC,14691,17927
1133,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B. Tech,Home State,ST,47378,61030
1134,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering,B.E/B. Tech,Home State,SC,7222,11647
1135,Round 1,Jadavpur University,Construction Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,1050,1671
1136,Round 1,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,Open (PwD),7792,11872
1137,Round 1,"Nshm Knowledge Campus, Kolkata Group of Institutions, Kolkata",B.Pharm/Pharmaceutical Technology,B. Pharma,All India,Open,3003,11578
1138,Round 1,"Nshm Knowledge Campus, Kolkata Group of Institutions, Kolkata",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,SC,12049,17257
1139,Round 1,"Nshm Knowledge Campus, Kolkata Group of Institutions, Kolkata",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - B,12159,13327
1140,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,13793,16033
1141,Round 1,"Calcutta Institute of Pharmaceutical Tech. & Allied Health Sciences, Uluberia",B.Pharm/Pharmaceutical Technology,B. Pharma,All India,Open,3087,20718
1142,Round 1,"Gargi Memorial Institute of Technology, Baruipur, Kolkata",Computer Science And Business System (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,26984,29784
1143,Round 1,"Netaji Subhash Chandra Bose Institute of Pharmacy ,Chakdah, Nadia",B.Pharm/Pharmaceutical Technology,B. Pharma,All India,Open,9057,24474
1144,Round 1,"Guru Nanak Institute of Pharmaceutical Science and Technology, Sodepur",B.Pharm/Pharmaceutical Technology,B. Pharma,All India,Open,331,7174
1145,Round 1,"Guru Nanak Institute of Pharmaceutical Science and Technology, Sodepur",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A (PwD),47891,47891
1146,Round 1,"Guru Nanak Institute of Pharmaceutical Science and Technology, Sodepur",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,ST,39024,71713
1147,Round 1,"Guru Nanak Institute of Pharmaceutical Science and Technology, Sodepur",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,SC,7177,7947
1148,Round 1,"Bharat Technology, Uluberia, Howrah",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,SC,22086,34605
1149,Round 1,"Gupta College of Technological Sciences, Asansol, Burdwan",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,SC,22414,34767
1150,Round 1,"Gupta College of Technological Sciences, Asansol, Burdwan",B.Pharm/Pharmaceutical Technology,B. Pharma,All India,Open,8767,22001
1151,Round 1,"Bharat Technology, Uluberia, Howrah",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,ST,45097,50393
1152,Round 1,"Bharat Technology, Uluberia, Howrah",B.Pharm/Pharmaceutical Technology,B. Pharma,All India,Open,5878,21967
1153,Round 1,"Bharat Technology, Uluberia, Howrah",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A,24097,26168
1154,Round 1,"Bharat Technology, Uluberia, Howrah",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - B,22974,23844
1155,Round 1,Jadavpur University,Printing Technology,B.E/B. Tech,Home State,OBC - B,2560,2588
1156,Round 1,Jadavpur University,Printing Technology,B.E/B. Tech,Home State,Open,1011,1788
1157,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,ST,11566,18110
1158,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,OBC - B,2676,3311
1159,Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B. Tech,Home State,SC,1818,2738
1160,Round 1,Jadavpur University,Printing Technology,B.E/B. Tech,Home State,SC,7550,8938
1161,Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B. Tech,Home State,OBC - B,885,918
1162,Round 1,"Dr. B. C. Roy College of Pharmacy and Allied Health Sciences, Durgapur",B.Pharm/Pharmaceutical Technology,B. Pharma,All India,Open,1924,14517
1163,Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B. Tech,Home State,Open,237,412
1164,Round 1,Jadavpur University,Printing Technology,B.E/B. Tech,Home State,OBC - A,6705,7564
1165,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,OBC - A,2890,4301
1166,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,Open,948,2535
1167,Round 1,Jadavpur University,Food Engineering And Technology - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,1435,1521
1168,Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B. Tech,Home State,OBC - A,2427,3162
1169,Round 1,Jadavpur University,Printing Technology,B.E/B. Tech,Home State,ST,26478,27935
1170,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,All India,Open,647,732
1171,Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B. Tech,Home State,Open (PwD),14570,14570
1172,Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B. Tech,Home State,ST,11600,12793
1173,Round 1,Jadavpur University,Printing Technology,B.E/B. Tech,Home State,Open (PwD),38260,38260
1174,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,SC (PwD),10548,10548
1175,Round 1,"Dr. B. C. Roy College of Pharmacy and Allied Health Sciences, Durgapur",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,ST,34876,76980
1176,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,SC,2057,7852
1177,Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B. Tech,All India,Open,90,143
1178,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,Open (PwD),10334,10334
1179,Round 1,Jadavpur University,Printing Technology,B.E/B. Tech,All India,Open,681,689
1180,Round 1,University Of Calcutta,Optics & Optoelectronics (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,2838,2838
1181,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,13555,38160
1182,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Civil Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,13536,16460
1183,Round 1,"Techno Engineering Collge Banipur, 24 Parganas-North",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,20516,72061
1184,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,11306,13178
1185,Round 1,"Future Institute of Technology, Boral, Garia",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,29623,67397
1186,Round 1,"Nshm Knowledge Campus, Durgapur Group of Institutions",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,10021,78443
1187,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,24991,45881
1188,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,1008,9552
1189,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,6806,29647
1190,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,3384,5409
1191,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,Home State,OBC - A,49322,49322
1192,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,Open (PwD),33519,50339
1193,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Information Technology,B.E/B. Tech,All India,Open,14777,44861
1194,Round 1,"Bengal College of Engineering & Technology, Durgapur",Information Technology,B.E/B. Tech,All India,Open,7835,59595
1195,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Information Technology,B.E/B. Tech,Home State,OBC - A,70326,70326
1196,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Information Technology,B.E/B. Tech,Home State,OBC - B,46349,56409
1197,Round 1,"Rcc Institute of Information Technology, Kolkata",Information Technology,B.E/B. Tech,All India,Open,11420,17182
1198,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,SC,6022,7193
1199,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Information Technology,B.E/B. Tech,Home State,SC,57516,77921
1200,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,Open,1787,2318
1201,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,B.E/B. Tech,All India,Open,1458,12523
1202,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,ST,24423,25834
1203,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Information Technology,B.E/B. Tech,All India,Open,11430,21118
1204,Round 1,"Rcc Institute of Information Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open (PwD),73674,73674
1205,Round 1,University Of Calcutta,Chemical Engineering,B.E/B. Tech,Home State,SC,5940,9288
1206,Round 1,University Of Calcutta,Chemical Engineering,B.E/B. Tech,All India,Open,1191,1826
1207,Round 1,University Of Calcutta,Chemical Engineering,B.E/B. Tech,Home State,ST,31041,31041
1208,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,2353,2754
1209,Round 1,University Of Calcutta,Chemical Engineering,B.E/B. Tech,Home State,OBC - A,7872,7872
1210,Round 1,University Of Calcutta,Chemical Engineering,B.E/B. Tech,Home State,Open (PwD),36179,36179
1211,Round 1,University Of Calcutta,Chemical Engineering,B.E/B. Tech,Home State,OBC - B,2339,2339
1212,Round 1,"Future Institute of Technology, Boral, Garia",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),B.E/B. Tech,All India,Open,20046,78817
1213,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,7479,9891
1214,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,B.E/B. Tech,All India,Open,10748,34455
1215,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,3750,4479
1216,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Chemical Engineering,B.E/B. Tech,All India,Open,7447,77975
1217,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering,B.E/B. Tech,Home State,SC,28245,78058
1218,Round 1,"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (Cyber Security) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,10699,10699
1219,Round 1,"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (IOT) - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,14008,14008
1220,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (IOT) - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,15480,15480
1221,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering,B.E/B. Tech,Home State,SC,61357,78125
1222,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Cyber Security) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,9244,11127
1223,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Cyber Security) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,8479,8479
1224,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering (Cyber Security) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,16110,16110
1225,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering,B.E/B. Tech,All India,Open,20699,60881
1226,Round 1,Swami Vivekananda University,Agricultural Engineering,B.E/B. Tech,All India,Open,18010,75873
1229,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Electronics And Instrumentation Engineering,B.E/B. Tech,All India,Open,25214,70846
1230,Round 1,University Of Calcutta,Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,1158,1158
1231,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,14337,21386
1232,Round 1,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,11113,13713
1233,Round 1,University Of Calcutta,Chemical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,1996,1996
1234,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,8514,10045
1235,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,4814,6452
1236,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,7741,12307
1237,Round 1,"Techno International New Town, Rajarhat, New Town",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,11728,18503
1238,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,2388,2551
1239,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electronics & Communication Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,9500,13469
